date,bet_type,suspended,open,label,probability,odds_american,odds_decimal,odds_fractional,line,subcategory_id,bet_type_id,criterion_id,offer_id
2022-10-23,Spread,FALSE,TRUE,CLE Browns,0.5238095238095238,-110,1.90909091,10/11,6.5,4518,1,2_0,2_64984075
2022-10-23,Spread,FALSE,TRUE,BAL Ravens,0.5238095238095238,-110,1.90909091,10/11,-6.5,4518,1,2_0,2_64984075
2022-10-23,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,46,4518,6,3_0,3_64984075
2022-10-23,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,46,4518,6,3_0,3_64984075
2022-10-23,Moneyline,FALSE,TRUE,CLE Browns,0.29850746268656714,235,3.35,47/20,NA,4518,2,1_0,1_64984075
2022-10-23,Moneyline,FALSE,TRUE,BAL Ravens,0.7368421052631579,-280,1.35714286,5/14,NA,4518,2,1_0,1_64984075
2022-10-23,Spread,FALSE,TRUE,NY Giants,0.5238095238095238,-110,1.90909091,10/11,3,4518,1,2_0,2_64984084
2022-10-23,Spread,FALSE,TRUE,JAX Jaguars,0.5238095238095238,-110,1.90909091,10/11,-3,4518,1,2_0,2_64984084
2022-10-23,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,43.5,4518,6,3_0,3_64984084
2022-10-23,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,43.5,4518,6,3_0,3_64984084
2022-10-23,Moneyline,FALSE,TRUE,NY Giants,0.425531914893617,135,2.35,27/20,NA,4518,2,1_0,1_64984084
2022-10-23,Moneyline,FALSE,TRUE,JAX Jaguars,0.6078431372549019,-155,1.6451613,20/31,NA,4518,2,1_0,1_64984084
2022-10-23,Spread,FALSE,TRUE,DET Lions,0.5121951219512195,-105,1.95238096,20/21,6.5,4518,1,2_0,2_64984082
2022-10-23,Spread,FALSE,TRUE,DAL Cowboys,0.5348837209302325,-115,1.86956522,20/23,-6.5,4518,1,2_0,2_64984082
2022-10-23,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,49,4518,6,3_0,3_64984082
2022-10-23,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,49,4518,6,3_0,3_64984082
2022-10-23,Moneyline,FALSE,TRUE,DET Lions,0.29411764705882354,240,3.4,12/5,NA,4518,2,1_0,1_64984082
2022-10-23,Moneyline,FALSE,TRUE,DAL Cowboys,0.7402597402597403,-285,1.3508772,20/57,NA,4518,2,1_0,1_64984082
2022-10-23,Spread,FALSE,TRUE,GB Packers,0.5238095238095238,-110,1.90909091,10/11,-4.5,4518,1,2_0,2_64984088
2022-10-23,Spread,FALSE,TRUE,WAS Commanders,0.5238095238095238,-110,1.90909091,10/11,4.5,4518,1,2_0,2_64984088
2022-10-23,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,41,4518,6,3_0,3_64984088
2022-10-23,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,41,4518,6,3_0,3_64984088
2022-10-23,Moneyline,FALSE,TRUE,GB Packers,0.6774193548387096,-210,1.47619048,10/21,NA,4518,2,1_0,1_64984088
2022-10-23,Moneyline,FALSE,TRUE,WAS Commanders,0.35714285714285715,180,2.8,9/5,NA,4518,2,1_0,1_64984088
2022-10-23,Spread,FALSE,TRUE,TB Buccaneers,0.5454545454545454,-120,1.83333334,5/6,-13,4518,1,2_0,2_64984077
2022-10-23,Spread,FALSE,TRUE,CAR Panthers,0.5,100,2,1/1,13,4518,1,2_0,2_64984077
2022-10-23,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,39,4518,6,3_0,3_64984077
2022-10-23,Total,FALSE,TRUE,Under,0.5238095238095238,-110,1.90909091,10/11,39,4518,6,3_0,3_64984077
2022-10-23,Moneyline,FALSE,TRUE,TB Buccaneers,0.8795180722891566,-730,1.13698631,10/73,NA,4518,2,1_0,1_64984077
2022-10-23,Moneyline,FALSE,TRUE,CAR Panthers,0.15873015873015872,530,6.3,53/10,NA,4518,2,1_0,1_64984077
2022-10-23,Spread,FALSE,TRUE,ATL Falcons,0.5121951219512195,-105,1.95238096,20/21,6.5,4518,1,2_0,2_64984079
2022-10-23,Spread,FALSE,TRUE,CIN Bengals,0.5348837209302325,-115,1.86956522,20/23,-6.5,4518,1,2_0,2_64984079
2022-10-23,Total,FALSE,TRUE,Over,0.5238095238095238,-110,1.90909091,10/11,47.5,4518,6,3_0,3_64984079
